resolved_path,image,label,label_norm,label_id
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A15M12-JTP-7139.jpg,A15M12-JTP-7139,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A16F6-JTPC-7401.jpg,A16F6-JTPC-7401,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A02F10-JTP-4317.jpg,A02F10-JTP-4317,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A10F5-NONE-6185.jpg,A10F5-none-6185,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A02F10-JTP-4343DI-SA-.jpg,A02F10-JTP-4343,Disgust,disgust,4
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A17F9-JTP-7578.jpg,A17F9-JTP-7578,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A12F5-JTPWC-6508.jpg,A12F5-JTPWC-6508,Neutral,neutral,3
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A03F7-JTPC-4401.jpg,A03F7-JTPC-4401,Surprise,surprise,5
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A05F7-JTP-4954.jpg,A05F7-JTP-4954,Fear,fear,6
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A04M6-JTPC-4547.jpg,A04M6-JTPC-4547,Neutral,neutral,3
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A19F6-JTPC-8557.jpg,A19F6-JTPC-8557,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A13M5-JTPWC-6656DI-.jpg,A13M5-JTPWC-6656,Disgust,disgust,4
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A08M12-JTPC-5433.jpg,A08M12-JTPC-5433,Surprise,surprise,5
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A05F7-JTP-4915.jpg,A05F7-JTP-4915,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A11F12-JTPWCFB-6280.jpg,A11F12-JTPWCFB-6280,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A17F9-JTP-7638SU-.jpg,A17F9-JTP-7638,Surprise,surprise,5
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A15M12-JTP-7029.jpg,A15M12-JTP-7029,Surprise,surprise,5
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A10F5-NONE-6220.jpg,A10F5-none-6220,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A05F7-JTP-4927.jpg,A05F7-JTP-4927,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A13M5-JTPWC-6612.jpg,A13M5-JTPWC-6612,Neutral,neutral,3
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A11F12-JTPWCFB-6268NE-.jpg,A11F12-JTPWCFB-6268,Neutral,neutral,3
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A07M4-NONE-5210.jpg,A07M4-none-5210,Neutral,neutral,3
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A08M12-JTPC-5382.jpg,A08M12-JTPC-5382,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A09F9-JTPWC-5996.jpg,A09F9-JTPWC-5996,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A16F6-JTPC-7349DI-.jpg,A16F6-JTPC-7349,Disgust,disgust,4
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A11F12-JTPWCFB-6350.jpg,A11F12-JTPWCFB-6350,Anger,anger,2
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A02F10-JTP-4276.jpg,A02F10-JTP-4276,Neutral,neutral,3
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A02F10-JTP-4346.jpg,A02F10-JTP-4346,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A09F9-JTPWC-6047.jpg,A09F9-JTPWC-6047,Fear,fear,6
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A07M4-NONE-5320.jpg,A07M4-none-5320,Disgust,disgust,4
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A16F6-JTPC-7312.jpg,A16F6-JTPC-7312,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A09F9-JTPWC-5987.jpg,A09F9-JTPWC-5987,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A09F9-JTPWC-5991.jpg,A09F9-JTPWC-5991,Neutral,neutral,3
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A08M12-JTPC-5416.jpg,A08M12-JTPC-5416,Disgust,disgust,4
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A04M6-JTPC-4809.jpg,A04M6-JTPC-4809,Disgust,disgust,4
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A18M7-JTPWC-7817.jpg,A18M7-JTPWC-7817,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A11F12-JTPWCFB-6252.jpg,A11F12-JTPWCFB-6252,Disgust,disgust,4
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A11F12-JTPWCFB-6359.jpg,A11F12-JTPWCFB-6359,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A06M5-JTPC-5148.jpg,A06M5-JTPC-5148,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A06M5-JTPC-5177.jpg,A06M5-JTPC-5177,Anger,anger,2
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A09F9-JTPWC-5984.jpg,A09F9-JTPWC-5984,Neutral,neutral,3
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A08M12-JTPC-5426AF-SA-.jpg,A08M12-JTPC-5426,Fear,fear,6
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A12F5-JTPWC-6534.jpg,A12F5-JTPWC-6534,Anger,anger,2
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A13M5-JTPWC-6655.jpg,A13M5-JTPWC-6655,Disgust,disgust,4
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A18M7-JTPWC-7889.jpg,A18M7-JTPWC-7889,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A05F7-JTP-4933.jpg,A05F7-JTP-4933,Neutral,neutral,3
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A07M4-NONE-5275.jpg,A07M4-none-5275,Fear,fear,6
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A07M4-none-5266.jpg,A07M4-none-5266,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A11F12-JTPWCFB-6282.jpg,A11F12-JTPWCFB-6282,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A19F6-JTPC-8467.jpg,A19F6-JTPC-8467,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A14M7-JTPWC-6942.jpg,A14M7-JTPWC-6942,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A13M5-JTPWC-6613.jpg,A13M5-JTPWC-6613,Neutral,neutral,3
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A07M4-NONE-5204.jpg,A07M4-none-5204,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A04M6-JTPC-4691.jpg,A04M6-JTPC-4691,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A16F6-JTPC-7340.jpg,A16F6-JTPC-7340,Fear,fear,6
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A13M5-JTPWC-6590.jpg,A13M5-JTPWC-6590,Sad,sad,1
C:\Users\ADMIN\Downloads\emotion classification\Data\images_renamed\A17F9-JTP-7519.jpg,A17F9-JTP-7519,Happy,happy,0
